Source,Target,Volume
Brazil,Four East Asian traders,393921000
Brazil,India,238110000
Brazil,Japan,232109000
Brazil,Mexico,420975000
Brazil,Middle East,115920000
Brazil,North America,2354634000
Brazil,Other Africa,203298000
Brazil,Other Asia,168864000
Brazil,Other CIS (CIS11),6315000
Brazil,Other Europe,147105000
Brazil,Russian Federation,19682000
Brazil,South Africa,75897000
Brazil,South and Central America,4694041000
Brazil,United States,1859271000
Brazil,Africa,18602000
Brazil,Asia,107731000
Brazil,Australia and New Zealand,23031000
Brazil,China,14676000
Brazil,Commonwealth of Independent States (CIS),3693000
Brazil,Europe,308764000
Brazil,European Union (28),293776000
Brazil,Four East Asian traders,10216000
Brazil,India,12731000
Brazil,Japan,1433000
Brazil,Mexico,90652000
Brazil,Middle East,4910000
Brazil,North America,344933000
Brazil,Other Africa,6378000
Brazil,Other Asia,45644000
Brazil,Other CIS (CIS11),1859000
Brazil,Other Europe,14988000
Brazil,Russian Federation,1834000
Brazil,South Africa,12224000
Brazil,South and Central America,601460000
Brazil,United States,219351000
Brazil,Africa,260593000
Brazil,Asia,1438936000
Brazil,Australia and New Zealand,31370000
Brazil,China,444586000
Brazil,Commonwealth of Independent States (CIS),22304000
Brazil,Europe,2115309000
Brazil,European Union (28),1983192000
Brazil,Four East Asian traders,383705000
Brazil,India,225379000
Brazil,Japan,230676000
Brazil,Mexico,330323000
Brazil,Middle East,111010000
Brazil,North America,2009701000
Brazil,Other Africa,196920000
Brazil,Other Asia,123220000
Brazil,Other CIS (CIS11),4456000
Brazil,Other Europe,132117000
Brazil,Russian Federation,17848000
Brazil,South Africa,63673000
Brazil,South and Central America,4092581000
Brazil,United States,1639920000
Europe,Africa,25774480788
Europe,Asia,97328645848
Europe,Australia and New Zealand,8813685080
Europe,Brazil,11485686646
Europe,China,27499181572
Europe,Commonwealth of Independent States (CIS),28343240416
Europe,Europe,663078983019
Europe,European Union (28),605699308151
Europe,Four East Asian traders,22641303909
Europe,India,6129076948
Europe,Japan,19460395117
Europe,Mexico,7261749113
Europe,Middle East,26690738794
Europe,North America,130203846441
Europe,Other Africa,20950620830
Europe,Other Asia,12785003222
Europe,Other CIS (CIS11),9310470305
Europe,Other Europe,57379674868
Europe,Russian Federation,19032770111
Europe,South Africa,4823859958
Europe,South and Central America,24426512659
Europe,United States,113663717371
Europe,Africa,10194688999
Europe,Asia,43924876976
Europe,Australia and New Zealand,5925214402
Europe,Brazil,4294853427
Europe,China,11316306491
Europe,Commonwealth of Independent States (CIS),11341193476
Europe,Europe,237135837443
Europe,European Union (28),214033228622
Europe,Four East Asian traders,7634724865
Europe,India,1159752993
Europe,Japan,12616906140
Europe,Mexico,2829842071
Europe,Middle East,11917587897
Europe,North America,77651002643
Europe,Other Africa,8646925914
Europe,Other Asia,5271972085
Europe,Other CIS (CIS11),3503789384
Europe,Other Europe,23102608821
Europe,Russian Federation,7837404092
Europe,South Africa,1547763085
Europe,South and Central America,10488127202
Europe,United States,68046682932
Europe,Africa,15579791789
Europe,Asia,53403768872
Europe,Australia and New Zealand,2888470678
Europe,Brazil,7190833220
Europe,China,16182875080
Europe,Commonwealth of Independent States (CIS),17002046940
Europe,Europe,425943145576
Europe,European Union (28),391666079529
Europe,Four East Asian traders,15006579045
Europe,India,4969323955
Europe,Japan,6843488977
Europe,Mexico,4431907042
Europe,Middle East,14773150897
Europe,North America,52552843798
Europe,Other Africa,12303694916
Europe,Other Asia,7513031137
Europe,Other CIS (CIS11),5806680921
Europe,Other Europe,34277066047
Europe,Russian Federation,11195366019
Europe,South Africa,3276096873
Europe,South and Central America,13938385458
Europe,United States,45617034439
European Union (28),Africa,23090991000
European Union (28),Asia,83365289000
European Union (28),Australia and New Zealand,7422900000
European Union (28),Brazil,9971690000
European Union (28),China,23413960000
European Union (28),Commonwealth of Independent States (CIS),25285546000
European Union (28),Europe,607219679000
European Union (28),European Union (28),552225306000
European Union (28),Four East Asian traders,19387600000
European Union (28),India,5608588000
European Union (28),Japan,16449385000
European Union (28),Mexico,6600090000
European Union (28),Middle East,22009323000
European Union (28),North America,112211370000
European Union (28),Other Africa,18532774000
European Union (28),Other Asia,11082856000
European Union (28),Other CIS (CIS11),7761581000
European Union (28),Other Europe,54994373000
European Union (28),Russian Federation,17523965000
European Union (28),South Africa,4558217000
European Union (28),South and Central America,21030244000
European Union (28),United States,98862897000
European Union (28),Africa,8798245000
European Union (28),Asia,34157800000
European Union (28),Australia and New Zealand,4656735000
European Union (28),Brazil,3601622000
European Union (28),China,8655284000
European Union (28),Commonwealth of Independent States (CIS),9940689000
European Union (28),Europe,203296251000
European Union (28),European Union (28),181492799000
European Union (28),Four East Asian traders,5671888000
European Union (28),India,903836000
European Union (28),Japan,10131074000
European Union (28),Mexico,2337115000
European Union (28),Middle East,9374626000
European Union (28),North America,62101602000
European Union (28),Other Africa,7392904000
European Union (28),Other Asia,4138983000
European Union (28),Other CIS (CIS11),3100192000
European Union (28),Other Europe,21803452000
European Union (28),Russian Federation,6840497000
European Union (28),South Africa,1405341000
European Union (28),South and Central America,8327811000
European Union (28),United States,55330375000
European Union (28),Africa,14292746000
European Union (28),Asia,49207489000
European Union (28),Australia and New Zealand,2766165000
European Union (28),Brazil,6370068000
European Union (28),China,14758676000
European Union (28),Commonwealth of Independent States (CIS),15344857000
European Union (28),Europe,403923428000
European Union (28),European Union (28),370732507000
European Union (28),Four East Asian traders,13715712000
European Union (28),India,4704752000
European Union (28),Japan,6318311000
European Union (28),Mexico,4262975000
European Union (28),Middle East,12634697000
European Union (28),North America,50109768000
European Union (28),Other Africa,11139870000
European Union (28),Other Asia,6943873000
European Union (28),Other CIS (CIS11),4661389000
European Union (28),Other Europe,33190921000
European Union (28),Russian Federation,10683468000
European Union (28),South Africa,3152876000
European Union (28),South and Central America,12702433000
European Union (28),United States,43532522000
Four East Asian traders,Africa,2107018193
Four East Asian traders,Asia,102043261368
Four East Asian traders,Australia and New Zealand,2170273564
Four East Asian traders,Brazil,1091847072
Four East Asian traders,China,51643880436
Four East Asian traders,Commonwealth of Independent States (CIS),906019039
Four East Asian traders,Europe,17446441398
Four East Asian traders,European Union (28),14531052039
Four East Asian traders,Four East Asian traders,9074309821
Four East Asian traders,India,5779618094
Four East Asian traders,Japan,7552055152
Four East Asian traders,Mexico,1139326670
Four East Asian traders,Middle East,3273004898
Four East Asian traders,North America,10299197240
Four East Asian traders,Other Africa,1748665251
Four East Asian traders,Other Asia,25823124302
Four East Asian traders,Other CIS (CIS11),256990283
Four East Asian traders,Other Europe,2915389359
Four East Asian traders,Russian Federation,649028756
Four East Asian traders,South Africa,358352942
Four East Asian traders,South and Central America,4363432035
Four East Asian traders,United States,8653474310
Four East Asian traders,Africa,70352860
Four East Asian traders,Asia,4387690571
Four East Asian traders,Australia and New Zealand,307435545
Four East Asian traders,Brazil,154376828
Four East Asian traders,China,991080874
Four East Asian traders,Commonwealth of Independent States (CIS),43435402
Four East Asian traders,Europe,4427622857
Four East Asian traders,European Union (28),3618915967
Four East Asian traders,Four East Asian traders,444414166
Four East Asian traders,India,119910057
Four East Asian traders,Japan,1282465009
Four East Asian traders,Mexico,46406128
Four East Asian traders,Middle East,108779996
Four East Asian traders,North America,1581531321
Four East Asian traders,Other Africa,62768347
Four East Asian traders,Other Asia,1242384921
Four East Asian traders,Other CIS (CIS11),22734223
Four East Asian traders,Other Europe,808706889
Four East Asian traders,Russian Federation,20701179
Four East Asian traders,South Africa,7584514
Four East Asian traders,South and Central America,281671077
Four East Asian traders,United States,1467987562
Four East Asian traders,Africa,2036665333
Four East Asian traders,Asia,97655570797
Four East Asian traders,Australia and New Zealand,1862838019
Four East Asian traders,Brazil,937470243
Four East Asian traders,China,50652799562
Four East Asian traders,Commonwealth of Independent States (CIS),862583637
Four East Asian traders,Europe,13018818542
Four East Asian traders,European Union (28),10912136072
Four East Asian traders,Four East Asian traders,8629895655
Four East Asian traders,India,5659708037
Four East Asian traders,Japan,6269590143
Four East Asian traders,Mexico,1092920542
Four East Asian traders,Middle East,3164224902
Four East Asian traders,North America,8717665918
Four East Asian traders,Other Africa,1685896905
Four East Asian traders,Other Asia,24580739380
Four East Asian traders,Other CIS (CIS11),234256060
Four East Asian traders,Other Europe,2106682470
Four East Asian traders,Russian Federation,628327577
Four East Asian traders,South Africa,350768429
Four East Asian traders,South and Central America,4081760957
Four East Asian traders,United States,7185486748
Japan,Africa,237542000
Japan,Asia,46699607000
Japan,Australia and New Zealand,376371000
Japan,Brazil,414336000
Japan,China,16611859000
Japan,Commonwealth of Independent States (CIS),134416000
Japan,Europe,6569008000
Japan,European Union (28),5899722000
Japan,Four East Asian traders,21488239000
Japan,India,1231588000
Japan,Mexico,343991000
Japan,Middle East,558215000
Japan,North America,7969346000
Japan,Other Africa,146919000
Japan,Other Asia,6991550000
Japan,Other CIS (CIS11),13718000
Japan,Other Europe,669286000
Japan,Russian Federation,120698000
Japan,South Africa,90623000
Japan,South and Central America,682070000
Japan,United States,7408100000
Japan,Africa,36326000
Japan,Asia,1337563000
Japan,Australia and New Zealand,15254000
Japan,Brazil,13122000
Japan,China,592142000
Japan,Commonwealth of Independent States (CIS),14943000
Japan,Europe,1092430000
Japan,European Union (28),803215000
Japan,Four East Asian traders,556766000
Japan,India,17789000
Japan,Mexico,14710000
Japan,Middle East,39089000
Japan,North America,1269235000
Japan,Other Africa,33077000
Japan,Other Asia,155612000
Japan,Other CIS (CIS11),5940000
Japan,Other Europe,289215000
Japan,Russian Federation,9003000
Japan,South Africa,3249000
Japan,South and Central America,29539000
Japan,United States,1232667000
Japan,Africa,201216000
Japan,Asia,45362044000
Japan,Australia and New Zealand,361117000
Japan,Brazil,401214000
Japan,China,16019717000
Japan,Commonwealth of Independent States (CIS),119473000
Japan,Europe,5476578000
Japan,European Union (28),5096507000
Japan,Four East Asian traders,20931473000
Japan,India,1213799000
Japan,Mexico,329281000
Japan,Middle East,519126000
Japan,North America,6700111000
Japan,Other Africa,113842000
Japan,Other Asia,6835938000
Japan,Other CIS (CIS11),7778000
Japan,Other Europe,380071000
Japan,Russian Federation,111695000
Japan,South Africa,87374000
Japan,South and Central America,652531000
Japan,United States,6175433000
Mexico,Africa,89596000
Mexico,Asia,716367000
Mexico,Australia and New Zealand,140118000
Mexico,Brazil,625656000
Mexico,China,173923000
Mexico,Commonwealth of Independent States (CIS),9083000
Mexico,Europe,1919000000
Mexico,European Union (28),1384915000
Mexico,Four East Asian traders,153789000
Mexico,India,48908000
Mexico,Japan,112448000
Mexico,Middle East,35671000
Mexico,North America,7001666000
Mexico,Other Africa,65275000
Mexico,Other Asia,87181000
Mexico,Other CIS (CIS11),1581000
Mexico,Other Europe,534085000
Mexico,Russian Federation,7502000
Mexico,South Africa,24321000
Mexico,South and Central America,4643678000
Mexico,United States,6605512000
Mexico,Africa,31799000
Mexico,Asia,74657000
Mexico,Australia and New Zealand,40732000
Mexico,Brazil,96515000
Mexico,China,2804000
Mexico,Commonwealth of Independent States (CIS),1419000
Mexico,Europe,584919000
Mexico,European Union (28),128957000
Mexico,Four East Asian traders,6187000
Mexico,India,4997000
Mexico,Japan,6905000
Mexico,Middle East,8910000
Mexico,North America,538978000
Mexico,Other Africa,23132000
Mexico,Other Asia,13032000
Mexico,Other CIS (CIS11),186000
Mexico,Other Europe,455962000
Mexico,Russian Federation,1233000
Mexico,South Africa,8667000
Mexico,South and Central America,877914000
Mexico,United States,466689000
Mexico,Africa,57797000
Mexico,Asia,641710000
Mexico,Australia and New Zealand,99386000
Mexico,Brazil,529141000
Mexico,China,171119000
Mexico,Commonwealth of Independent States (CIS),7664000
Mexico,Europe,1334081000
Mexico,European Union (28),1255958000
Mexico,Four East Asian traders,147602000
Mexico,India,43911000
Mexico,Japan,105543000
Mexico,Middle East,26761000
Mexico,North America,6462688000
Mexico,Other Africa,42143000
Mexico,Other Asia,74149000
Mexico,Other CIS (CIS11),1395000
Mexico,Other Europe,78123000
Mexico,Russian Federation,6269000
Mexico,South Africa,15654000
Mexico,South and Central America,3765764000
Mexico,United States,6138823000
North America,Africa,2857622268
North America,Asia,56946031924
North America,Australia and New Zealand,4068091063
North America,Brazil,9596592278
North America,China,15364053635
North America,Commonwealth of Independent States (CIS),1170721669
North America,Europe,68739243730
North America,European Union (28),63904275523
North America,Four East Asian traders,16738367677
North America,India,3619059808
North America,Japan,11150060745
North America,Mexico,26336492844
North America,Middle East,4347362234
North America,North America,91436318851
North America,Other Africa,1927787920
North America,Other Asia,6006398995
North America,Other CIS (CIS11),224489971
North America,Other Europe,4834968206
North America,Russian Federation,946231699
North America,South Africa,929834348
North America,South and Central America,28407136708
North America,United States,33953852205
North America,Africa,498376787
North America,Asia,10122034446
North America,Australia and New Zealand,995659295
North America,Brazil,1256695812
North America,China,2026755980
North America,Commonwealth of Independent States (CIS),273810886
North America,Europe,34043997992
North America,European Union (28),31301941170
North America,Four East Asian traders,2220867541
North America,India,393679579
North America,Japan,3793072407
North America,Mexico,1716093249
North America,Middle East,977641984
North America,North America,11994745494
North America,Other Africa,307702647
North America,Other Asia,691999644
North America,Other CIS (CIS11),66727260
North America,Other Europe,2742056822
North America,Russian Federation,207083626
North America,South Africa,190674140
North America,South and Central America,3677370798
North America,United States,5896659000
North America,Africa,2359245481
North America,Asia,46823997477
North America,Australia and New Zealand,3072431768
North America,Brazil,8339896465
North America,China,13337297656
North America,Commonwealth of Independent States (CIS),896910784
North America,Europe,34695245737
North America,European Union (28),32602334353
North America,Four East Asian traders,14517500135
North America,India,3225380229
North America,Japan,7356988338
North America,Mexico,24620399594
North America,Middle East,3369720250
North America,North America,79441573357
North America,Other Africa,1620085273
North America,Other Asia,5314399351
North America,Other CIS (CIS11),157762711
North America,Other Europe,2092911384
North America,Russian Federation,739148073
North America,South Africa,739160208
North America,South and Central America,24729765910
North America,United States,28057193205
South and Central America,Africa,448974140
South and Central America,Asia,2875150620
South and Central America,Australia and New Zealand,93770489
South and Central America,Brazil,2890236757
South and Central America,China,896759942
South and Central America,Commonwealth of Independent States (CIS),69167645
South and Central America,Europe,4066611879
South and Central America,European Union (28),3832585578
South and Central America,Four East Asian traders,629171177
South and Central America,India,337489213
South and Central America,Japan,569292439
South and Central America,Mexico,1194076768
South and Central America,Middle East,186221486
South and Central America,North America,11422356539
South and Central America,Other Africa,258719919
South and Central America,Other Asia,348667361
South and Central America,Other CIS (CIS11),14218028
South and Central America,Other Europe,234026301
South and Central America,Russian Federation,54949617
South and Central America,South Africa,190254221
South and Central America,South and Central America,18577528240
South and Central America,United States,9444943217
South and Central America,Africa,53256250
South and Central America,Asia,398695194
South and Central America,Australia and New Zealand,26559800
South and Central America,Brazil,211351166
South and Central America,China,41044727
South and Central America,Commonwealth of Independent States (CIS),27396014
South and Central America,Europe,497612664
South and Central America,European Union (28),471294334
South and Central America,Four East Asian traders,16742232
South and Central America,India,20699495
South and Central America,Japan,199108574
South and Central America,Mexico,228373094
South and Central America,Middle East,41010089
South and Central America,North America,2924093806
South and Central America,Other Africa,24210631
South and Central America,Other Asia,94540366
South and Central America,Other CIS (CIS11),6093144
South and Central America,Other Europe,26318329
South and Central America,Russian Federation,21302870
South and Central America,South Africa,29045619
South and Central America,South and Central America,4459035617
South and Central America,United States,2642556148
South and Central America,Africa,395717890
South and Central America,Asia,2476455426
South and Central America,Australia and New Zealand,67210689
South and Central America,Brazil,2678885592
South and Central America,China,855715215
South and Central America,Commonwealth of Independent States (CIS),41771631
South and Central America,Europe,3568999215
South and Central America,European Union (28),3361291243
South and Central America,Four East Asian traders,612428945
South and Central America,India,316789718
South and Central America,Japan,370183865
South and Central America,Mexico,965703673
South and Central America,Middle East,145211397
South and Central America,North America,8498262733
South and Central America,Other Africa,234509287
South and Central America,Other Asia,254126995
South and Central America,Other CIS (CIS11),8124884
South and Central America,Other Europe,207707972
South and Central America,Russian Federation,33646747
South and Central America,South Africa,161208602
South and Central America,South and Central America,14118492623
South and Central America,United States,6802387070
United States,Africa,2635792268
United States,Asia,52177654924
United States,Australia and New Zealand,3702131063
United States,Brazil,8092388278
United States,China,13505838635
United States,Commonwealth of Independent States (CIS),1123148669
United States,Europe,64089248846
United States,European Union (28),59953715639
United States,Four East Asian traders,16128592677
United States,India,3213648808
United States,Japan,10659130745
United States,Mexico,25821105844
United States,Middle East,4110611234
United States,North America,56565939646
United States,Other Africa,1783391920
United States,Other Asia,4968312995
United States,Other CIS (CIS11),198919971
United States,Other Europe,4135533206
United States,Russian Federation,924228699
United States,South Africa,852400348
United States,South and Central America,22273503708
United States,Africa,437863787
United States,Asia,9574467446
United States,Australia and New Zealand,887739295
United States,Brazil,1050527812
United States,China,2011475980
United States,Commonwealth of Independent States (CIS),253836886
United States,Europe,32174094992
United States,European Union (28),29959301170
United States,Four East Asian traders,2090539541
United States,India,379828579
United States,Japan,3566083407
United States,Mexico,1612109249
United States,Middle East,867854984
United States,North America,5918901494
United States,Other Africa,275243647
United States,Other Asia,638800644
United States,Other CIS (CIS11),51668260
United States,Other Europe,2214793822
United States,Russian Federation,202168626
United States,South Africa,162620140
United States,South and Central America,2577005798
United States,Africa,2197928481
United States,Asia,42603187477
United States,Australia and New Zealand,2814391768
United States,Brazil,7041860465
United States,China,11494362656
United States,Commonwealth of Independent States (CIS),869311784
United States,Europe,31915153853
United States,European Union (28),29994414469
United States,Four East Asian traders,14038053135
United States,India,2833820229
United States,Japan,7093047338
United States,Mexico,24208996594
United States,Middle East,3242756250
United States,North America,50647038152
United States,Other Africa,1508148273
United States,Other Asia,4329512351
United States,Other CIS (CIS11),147251711
United States,Other Europe,1920739384
United States,Russian Federation,722060073
United States,South Africa,689780208
United States,South and Central America,19696497910
