Source,Target,Volume
Commonwealth of Independent States (CIS),European Union (28),208108591838
Commonwealth of Independent States (CIS),Four East Asian traders,21199770714
Commonwealth of Independent States (CIS),India,8025886941
Commonwealth of Independent States (CIS),Japan,17722480737
Commonwealth of Independent States (CIS),Mexico,1113748235
Commonwealth of Independent States (CIS),Middle East,13923181560
Commonwealth of Independent States (CIS),North America,20608696314
Commonwealth of Independent States (CIS),Other Africa,11790461771
Commonwealth of Independent States (CIS),Other Asia,10269836413
Commonwealth of Independent States (CIS),Other CIS (CIS11),63689537950
Commonwealth of Independent States (CIS),Other Europe,38981762890
Commonwealth of Independent States (CIS),Russian Federation,26537088136
Commonwealth of Independent States (CIS),South Africa,336325089
Commonwealth of Independent States (CIS),South and Central America,4868323682
Commonwealth of Independent States (CIS),United States,17421735049
Europe,Africa,185409083194
Europe,Asia,662816258963
Europe,Australia and New Zealand,43195723117
Europe,Brazil,40634195365
Europe,China,213183595944
Europe,Commonwealth of Independent States (CIS),138828666806
Europe,Europe,4059086553640
Europe,European Union (28),3696977979727
Europe,Four East Asian traders,188392507995
Europe,India,63715071444
Europe,Japan,70466013797
Europe,Mexico,38926403787
Europe,Middle East,213259125244
Europe,North America,534149253313
Europe,Other Africa,156244913006
Europe,Other Asia,83863346667
Europe,Other CIS (CIS11),50390194611
Europe,Other Europe,362108573913
Europe,Russian Federation,88438472195
Europe,South Africa,29164170188
Europe,South and Central America,101433915121
Europe,United States,445809952918
European Union (28),Africa,167324880000
European Union (28),Asia,548296212000
European Union (28),Australia and New Zealand,39482176000
European Union (28),Brazil,37352595000
European Union (28),China,187261894000
European Union (28),Commonwealth of Independent States (CIS),121915993000
European Union (28),Europe,3744348481450
European Union (28),European Union (28),3402345102450
European Union (28),Four East Asian traders,144619055000
European Union (28),India,41334337000
European Union (28),Japan,61890525000
European Union (28),Mexico,36949502000
European Union (28),Middle East,168214166000
European Union (28),North America,484708710000
European Union (28),Other Africa,139472763000
European Union (28),Other Asia,73708225000
European Union (28),Other CIS (CIS11),40564342000
European Union (28),Other Europe,342003379000
European Union (28),Russian Federation,81351651000
European Union (28),South Africa,27852117000
European Union (28),South and Central America,92725948000
European Union (28),United States,405433607000
Four East Asian traders,Africa,18984066169
Four East Asian traders,Asia,796705157114
Four East Asian traders,Australia and New Zealand,29157107359
Four East Asian traders,Brazil,7829068250
Four East Asian traders,China,312016306689
Four East Asian traders,Commonwealth of Independent States (CIS),9149310322
Four East Asian traders,Europe,120645402989
Four East Asian traders,European Union (28),101853586933
Four East Asian traders,Four East Asian traders,149336454437
Four East Asian traders,India,25715526129
Four East Asian traders,Japan,60588735845
Four East Asian traders,Mexico,14577132083
Four East Asian traders,Middle East,39893416727
Four East Asian traders,North America,153349859141
Four East Asian traders,Other Africa,15774090230
Four East Asian traders,Other Asia,219891026655
Four East Asian traders,Other CIS (CIS11),2970468099
Four East Asian traders,Other Europe,18791816056
Four East Asian traders,Russian Federation,6178842223
Four East Asian traders,South Africa,3209975939
Four East Asian traders,South and Central America,27753589906
Four East Asian traders,United States,128052085046
Japan,Africa,7681826000
Japan,Asia,350324207000
Japan,Australia and New Zealand,14960581000
Japan,Brazil,3930769000
Japan,China,109277769000
Japan,Commonwealth of Independent States (CIS),6102900000
Japan,Europe,72045262000
Japan,European Union (28),66022632000
Japan,Four East Asian traders,135841370000
Japan,India,8109857000
Japan,Mexico,10475124000
Japan,Middle East,26170737000
Japan,North America,144654628000
Japan,Other Africa,4991929000
Japan,Other Asia,82134630000
Japan,Other CIS (CIS11),998570000
Japan,Other Europe,6022630000
Japan,Russian Federation,5104330000
Japan,South Africa,2689897000
Japan,South and Central America,12507211000
Japan,United States,119345211000
Mexico,Africa,746773000
Mexico,Asia,16112022000
Mexico,Australia and New Zealand,1156225000
Mexico,Brazil,3798861000
Mexico,China,4885077000
Mexico,Commonwealth of Independent States (CIS),269064000
Mexico,Europe,20515911000
Mexico,European Union (28),18445050000
Mexico,Four East Asian traders,4330417000
Mexico,India,1841283000
Mexico,Japan,3016886000
Mexico,Middle East,1093940000
Mexico,North America,319658340000
Mexico,Other Africa,529485000
Mexico,Other Asia,882134000
Mexico,Other CIS (CIS11),68768000
Mexico,Other Europe,2070861000
Mexico,Russian Federation,200296000
Mexico,South Africa,217288000
Mexico,South and Central America,22295528000
Mexico,United States,302220069000
Middle East,Africa,34045498054
Middle East,Asia,396084028160
Middle East,Australia and New Zealand,3893204763
Middle East,Brazil,4621249989
Middle East,China,88842002663
Middle East,Commonwealth of Independent States (CIS),5077196779
Middle East,Europe,130092644468
Middle East,European Union (28),83738581932
Middle East,Four East Asian traders,112456985011
Middle East,India,83634955536
Middle East,Japan,64603637360
Middle East,Mexico,982007112
Middle East,Middle East,116027043461
Middle East,North America,58589286848
Middle East,Other Africa,29057985998
Middle East,Other Asia,42653242828
Middle East,Other CIS (CIS11),3341985411
Middle East,Other Europe,46354062537
Middle East,Russian Federation,1735211368
Middle East,South Africa,4987512056
Middle East,South and Central America,6790380983
Middle East,United States,54841352442
North America,Africa,31078387623
North America,Asia,467588522948
North America,Australia and New Zealand,31232257686
North America,Brazil,36738959965
North America,China,135034287687
North America,Commonwealth of Independent States (CIS),10590548486
North America,Europe,358571278173
North America,European Union (28),315732800469
North America,Four East Asian traders,145786453618
North America,India,26323553252
North America,Japan,72157268689
North America,Mexico,237351303931
North America,Middle East,75541279275
North America,North America,1146212563998
North America,Other Africa,25001102162
North America,Other Asia,57054702016
North America,Other CIS (CIS11),2951931217
North America,Other Europe,42838477703
North America,Russian Federation,7638617269
North America,South Africa,6077285461
North America,South and Central America,176615109795
North America,United States,594723001520
Russian Federation,Africa,7353050753
Russian Federation,Asia,76319229980
Russian Federation,Australia and New Zealand,505770832
Russian Federation,Brazil,1922922679
Russian Federation,China,28334954570
Russian Federation,Commonwealth of Independent States (CIS),49146000000
Russian Federation,Europe,175922856852
Russian Federation,European Union (28),150770497392
Russian Federation,Four East Asian traders,19395488000
Russian Federation,India,5568507000
Russian Federation,Japan,16601449496
Russian Federation,Mexico,990391382
Russian Federation,Middle East,6435079195
Russian Federation,North America,17810702518
Russian Federation,Other Africa,7078740446
Russian Federation,Other Asia,5913060082
Russian Federation,Other CIS (CIS11),49146000000
Russian Federation,Other Europe,25152359460
Russian Federation,South Africa,274310307
Russian Federation,South and Central America,3892210186
Russian Federation,United States,15638284774
South and Central America,Africa,14567642092
South and Central America,Asia,139472892221
South and Central America,Australia and New Zealand,2210438064
South and Central America,Brazil,23365914191
South and Central America,China,73379766008
South and Central America,Commonwealth of Independent States (CIS),6349616832
South and Central America,Europe,92365057770
South and Central America,European Union (28),79130510917
South and Central America,Four East Asian traders,21482495938
South and Central America,India,9722462719
South and Central America,Japan,14003968791
South and Central America,Mexico,9461690392
South and Central America,Middle East,14674698533
South and Central America,North America,138186682855
South and Central America,Other Africa,12068697273
South and Central America,Other Asia,18673760701
South and Central America,Other CIS (CIS11),877359464
South and Central America,Other Europe,13234546853
South and Central America,Russian Federation,5472257368
South and Central America,South Africa,2498944820
South and Central America,South and Central America,127228356153
South and Central America,United States,116896811432
United States,Africa,26839246623
United States,Asia,408739450937
United States,Australia and New Zealand,28239646686
United States,Brazil,31179204965
United States,China,114331637803
United States,Commonwealth of Independent States (CIS),9528882845
United States,Europe,305252477447
United States,European Union (28),267932902665
United States,Four East Asian traders,132932214618
United States,India,21128270931
United States,Japan,61512391882
United States,Mexico,232206597649
United States,Middle East,70842728275
United States,North America,509213673630
United States,Other Africa,21465242162
United States,Other Asia,50595289016
United States,Other CIS (CIS11),2547336576
United States,Other Europe,37319574783
United States,Russian Federation,6981546269
United States,South Africa,5374004461
United States,South and Central America,147915693707
