Source,Target,Volume
Australia and New Zealand,Other Europe,1025081
Australia and New Zealand,Russian Federation,235441
Australia and New Zealand,South Africa,2460475
Australia and New Zealand,South and Central America,4852841
Australia and New Zealand,United States,39339914
Brazil,Africa,10568000
Brazil,Asia,73977000
Brazil,Australia and New Zealand,1074000
Brazil,China,42539000
Brazil,Commonwealth of Independent States (CIS),2299000
Brazil,Europe,57255000
Brazil,European Union (28),54561000
Brazil,Four East Asian traders,4703000
Brazil,India,1477000
Brazil,Japan,7345000
Brazil,Mexico,55246000
Brazil,Middle East,2603000
Brazil,North America,172307000
Brazil,Other Africa,5244000
Brazil,Other Asia,16839000
Brazil,Other CIS (CIS11),54000
Brazil,Other Europe,2694000
Brazil,Russian Federation,2245000
Brazil,South Africa,5324000
Brazil,South and Central America,556337000
Brazil,United States,109481000
Brazil,Africa,6649000
Brazil,Asia,7094000
Brazil,Australia and New Zealand,2849000
Brazil,China,149000
Brazil,Commonwealth of Independent States (CIS),444000
Brazil,Europe,17662000
Brazil,European Union (28),14739000
Brazil,Four East Asian traders,587000
Brazil,India,23000
Brazil,Japan,2978000
Brazil,Mexico,1795000
Brazil,Middle East,3516000
Brazil,North America,25118000
Brazil,Other Africa,6566000
Brazil,Other Asia,508000
Brazil,Other CIS (CIS11),53000
Brazil,Other Europe,2923000
Brazil,Russian Federation,391000
Brazil,South Africa,83000
Brazil,South and Central America,79721000
Brazil,United States,22394000
Europe,Africa,4922314172
Europe,Asia,5235112520
Europe,Australia and New Zealand,402423767
Europe,Brazil,253618021
Europe,China,1448810312
Europe,Commonwealth of Independent States (CIS),2870936914
Europe,Europe,55930551347
Europe,European Union (28),50794004590
Europe,Four East Asian traders,1379555194
Europe,India,275895495
Europe,Japan,607866534
Europe,Mexico,414407924
Europe,Middle East,2635952118
Europe,North America,4369445870
Europe,Other Africa,4689846080
Europe,Other Asia,1120561218
Europe,Other CIS (CIS11),1474497173
Europe,Other Europe,5136546758
Europe,Russian Federation,1396439741
Europe,South Africa,232468091
Europe,South and Central America,802095341
Europe,United States,3615258502
Europe,Africa,1732907898
Europe,Asia,8341482751
Europe,Australia and New Zealand,495291952
Europe,Brazil,132942360
Europe,China,1648106377
Europe,Commonwealth of Independent States (CIS),4341856170
Europe,Europe,105621625117
Europe,European Union (28),98298216205
Europe,Four East Asian traders,3801469487
Europe,India,99376124
Europe,Japan,1679552805
Europe,Mexico,516570250
Europe,Middle East,4175539425
Europe,North America,5400337710
Europe,Other Africa,1616668734
Europe,Other Asia,617686006
Europe,Other CIS (CIS11),1518183542
Europe,Other Europe,7323408912
Europe,Russian Federation,2823672627
Europe,South Africa,116239164
Europe,South and Central America,654379679
Europe,United States,4253015875
European Union (28),Africa,3809645000
European Union (28),Asia,4592056000
European Union (28),Australia and New Zealand,355230000
European Union (28),Brazil,213218000
European Union (28),China,1320464000
European Union (28),Commonwealth of Independent States (CIS),1714695000
European Union (28),Europe,49218245000
European Union (28),European Union (28),44542721000
European Union (28),Four East Asian traders,1236344000
European Union (28),India,245100000
European Union (28),Japan,556505000
European Union (28),Mexico,378198000
European Union (28),Middle East,973532000
European Union (28),North America,3443430000
European Union (28),Other Africa,3611249000
European Union (28),Other Asia,878413000
European Union (28),Other CIS (CIS11),871326000
European Union (28),Other Europe,4675524000
European Union (28),Russian Federation,843369000
European Union (28),South Africa,198396000
European Union (28),South and Central America,704366000
European Union (28),United States,2779185000
European Union (28),Africa,1119474000
European Union (28),Asia,8004195000
European Union (28),Australia and New Zealand,455886000
European Union (28),Brazil,127229000
European Union (28),China,1540790000
European Union (28),Commonwealth of Independent States (CIS),3442579000
European Union (28),Europe,91596300000
European Union (28),European Union (28),84740914000
European Union (28),Four East Asian traders,3698746000
European Union (28),India,92957000
European Union (28),Japan,1629079000
European Union (28),Mexico,503867000
European Union (28),Middle East,2497091000
European Union (28),North America,4959310000
European Union (28),Other Africa,1018721000
European Union (28),Other Asia,586737000
European Union (28),Other CIS (CIS11),890096000
European Union (28),Other Europe,6855386000
European Union (28),Russian Federation,2552483000
European Union (28),South Africa,100753000
European Union (28),South and Central America,628460000
European Union (28),United States,3885456000
Four East Asian traders,Africa,422882605
Four East Asian traders,Asia,15541420647
Four East Asian traders,Australia and New Zealand,153462507
Four East Asian traders,Brazil,167010269
Four East Asian traders,China,4681373168
Four East Asian traders,Commonwealth of Independent States (CIS),168523768
Four East Asian traders,Europe,1639877665
Four East Asian traders,European Union (28),1288021803
Four East Asian traders,Four East Asian traders,860969066
Four East Asian traders,India,297716674
Four East Asian traders,Japan,713922951
Four East Asian traders,Mexico,227699380
Four East Asian traders,Middle East,1060663205
Four East Asian traders,North America,1843113762
Four East Asian traders,Other Africa,350795165
Four East Asian traders,Other Asia,8833976281
Four East Asian traders,Other CIS (CIS11),69931655
Four East Asian traders,Other Europe,351855862
Four East Asian traders,Russian Federation,98592113
Four East Asian traders,South Africa,72087441
Four East Asian traders,South and Central America,670643017
Four East Asian traders,United States,1497670907
Four East Asian traders,Africa,39279739
Four East Asian traders,Asia,2627279874
Four East Asian traders,Australia and New Zealand,81928966
Four East Asian traders,Brazil,36594240
Four East Asian traders,China,590234946
Four East Asian traders,Commonwealth of Independent States (CIS),21185217
Four East Asian traders,Europe,394681509
Four East Asian traders,European Union (28),371235378
Four East Asian traders,Four East Asian traders,214779140
Four East Asian traders,India,8463358
Four East Asian traders,Japan,482785909
Four East Asian traders,Mexico,36137005
Four East Asian traders,Middle East,186111943
Four East Asian traders,North America,1097240430
Four East Asian traders,Other Africa,35227094
Four East Asian traders,Other Asia,1249087556
Four East Asian traders,Other CIS (CIS11),5279182
Four East Asian traders,Other Europe,23446130
Four East Asian traders,Russian Federation,15906034
Four East Asian traders,South Africa,4052645
Four East Asian traders,South and Central America,76504116
Four East Asian traders,United States,986458159
Japan,Africa,40212000
Japan,Asia,4619651000
Japan,Australia and New Zealand,26766000
Japan,Brazil,13191000
Japan,China,2053820000
Japan,Commonwealth of Independent States (CIS),21983000
Japan,Europe,550268000
Japan,European Union (28),529655000
Japan,Four East Asian traders,901806000
Japan,India,98716000
Japan,Mexico,26508000
Japan,Middle East,373841000
Japan,North America,533770000
Japan,Other Africa,36781000
Japan,Other Asia,1538543000
Japan,Other CIS (CIS11),2113000
Japan,Other Europe,20613000
Japan,Russian Federation,19870000
Japan,South Africa,3431000
Japan,South and Central America,24674000
Japan,United States,487136000
Japan,Africa,1099000
Japan,Asia,304305000
Japan,Australia and New Zealand,8157000
Japan,Brazil,1304000
Japan,China,66544000
Japan,Commonwealth of Independent States (CIS),1726000
Japan,Europe,104686000
Japan,European Union (28),99867000
Japan,Four East Asian traders,197677000
Japan,India,73000
Japan,Mexico,143000
Japan,Middle East,5321000
Japan,North America,78745000
Japan,Other Africa,210000
Japan,Other Asia,31854000
Japan,Other CIS (CIS11),122000
Japan,Other Europe,4819000
Japan,Russian Federation,1604000
Japan,South Africa,889000
Japan,South and Central America,1956000
Japan,United States,71687000
Mexico,Africa,6784000
Mexico,Asia,52641000
Mexico,Australia and New Zealand,4255000
Mexico,Brazil,15904000
Mexico,China,17237000
Mexico,Commonwealth of Independent States (CIS),334000
Mexico,Europe,72769000
Mexico,European Union (28),71395000
Mexico,Four East Asian traders,5496000
Mexico,India,12921000
Mexico,Japan,3508000
Mexico,Middle East,8513000
Mexico,North America,2058536000
Mexico,Other Africa,5141000
Mexico,Other Asia,9224000
Mexico,Other CIS (CIS11),0
Mexico,Other Europe,1374000
Mexico,Russian Federation,334000
Mexico,South Africa,1643000
Mexico,South and Central America,371483000
Mexico,United States,2005329000
Mexico,Africa,829000
Mexico,Asia,30037000
Mexico,Australia and New Zealand,3171000
Mexico,Brazil,11598000
Mexico,China,6120000
Mexico,Commonwealth of Independent States (CIS),1770000
Mexico,Europe,67521000
Mexico,European Union (28),66483000
Mexico,Four East Asian traders,10388000
Mexico,India,183000
Mexico,Japan,5506000
Mexico,Middle East,3670000
Mexico,North America,4272649000
Mexico,Other Africa,51000
Mexico,Other Asia,4669000
Mexico,Other CIS (CIS11),1597000
Mexico,Other Europe,1038000
Mexico,Russian Federation,173000
Mexico,South Africa,778000
Mexico,South and Central America,97694000
Mexico,United States,4210386000
North America,Africa,103022407
North America,Asia,2008088377
North America,Australia and New Zealand,222278231
North America,Brazil,174927403
North America,China,624085295
North America,Commonwealth of Independent States (CIS),50660340
North America,Europe,1502053684
North America,European Union (28),1437359922
North America,Four East Asian traders,500203881
North America,India,111160104
North America,Japan,250548999
North America,Mexico,4331137642
North America,Middle East,211351430
North America,North America,10489485077
North America,Other Africa,77984334
North America,Other Asia,299811868
North America,Other CIS (CIS11),6140625
North America,Other Europe,64693762
North America,Russian Federation,44519714
North America,South Africa,25038073
North America,South and Central America,3698293020
North America,United States,3615065166
North America,Africa,46914734
North America,Asia,893061867
North America,Australia and New Zealand,149413771
North America,Brazil,60919675
North America,China,94723717
North America,Commonwealth of Independent States (CIS),29731730
North America,Europe,1038579612
North America,European Union (28),970403218
North America,Four East Asian traders,301874624
North America,India,9326486
North America,Japan,273412076
North America,Mexico,1094111582
North America,Middle East,327618908
North America,North America,8660323987
North America,Other Africa,37264175
North America,Other Asia,64311193
North America,Other CIS (CIS11),14995443
North America,Other Europe,68176394
North America,Russian Federation,14736287
North America,South Africa,9650559
North America,South and Central America,917454381
North America,United States,5369573409
South and Central America,Africa,14502988
South and Central America,Asia,106936115
South and Central America,Australia and New Zealand,6757511
South and Central America,Brazil,212318781
South and Central America,China,46875543
South and Central America,Commonwealth of Independent States (CIS),3791253
South and Central America,Europe,141219976
South and Central America,European Union (28),119137037
South and Central America,Four East Asian traders,15805511
South and Central America,India,1972313
South and Central America,Japan,11316968
South and Central America,Mexico,164176877
South and Central America,Middle East,5921675
South and Central America,North America,633822762
South and Central America,Other Africa,8142795
South and Central America,Other Asia,24208270
South and Central America,Other CIS (CIS11),63133
South and Central America,Other Europe,22082939
South and Central America,Russian Federation,3728120
South and Central America,South Africa,6360194
South and Central America,South and Central America,2849849946
South and Central America,United States,454430528
South and Central America,Africa,9442414
South and Central America,Asia,84566307
South and Central America,Australia and New Zealand,21355630
South and Central America,Brazil,138955852
South and Central America,China,6550180
South and Central America,Commonwealth of Independent States (CIS),695115
South and Central America,Europe,257102611
South and Central America,European Union (28),243504953
South and Central America,Four East Asian traders,24293320
South and Central America,India,164688
South and Central America,Japan,26274967
South and Central America,Mexico,161202302
South and Central America,Middle East,12292558
South and Central America,North America,11163053323
South and Central America,Other Africa,8661286
South and Central America,Other Asia,5927522
South and Central America,Other CIS (CIS11),88407
South and Central America,Other Europe,13597657
South and Central America,Russian Federation,606708
South and Central America,South Africa,781128
South and Central America,South and Central America,2600819119
South and Central America,United States,10531554887
United States,Africa,90409407
United States,Asia,1904433775
United States,Australia and New Zealand,213256231
United States,Brazil,153532403
United States,China,593357693
United States,Commonwealth of Independent States (CIS),49012340
United States,Europe,1394064761
United States,European Union (28),1333324999
United States,Four East Asian traders,475917881
United States,India,97169104
United States,Japan,245020999
United States,Mexico,4296685642
United States,Middle East,197161430
United States,North America,6785788950
United States,Other Africa,68296334
United States,Other Asia,279711868
United States,Other CIS (CIS11),5923625
United States,Other Europe,60739762
United States,Russian Federation,43088714
United States,South Africa,22113073
United States,South and Central America,3290451020
United States,Africa,42320734
United States,Asia,793217867
United States,Australia and New Zealand,132495771
United States,Brazil,48756675
United States,China,82506717
United States,Commonwealth of Independent States (CIS),23943730
United States,Europe,831386759
United States,European Union (28),776490366
United States,Four East Asian traders,274131624
United States,India,8839486
United States,Japan,240946076
United States,Mexico,1090213582
United States,Middle East,301041908
United States,North America,3223855258
United States,Other Africa,34431175
United States,Other Asia,54298193
United States,Other CIS (CIS11),12718443
United States,Other Europe,54896394
United States,Russian Federation,11225287
United States,South Africa,7889559
United States,South and Central America,809789381
